order_city,order_state,order_zipcode,order_region,order_country,market,location_id
Kita-ku,Hyogo,,Eastern Asia,Japan,Pacific Asia,1000
Himeji,Hyogo,,Eastern Asia,Japan,Pacific Asia,1001
Wagga Wagga,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,1002
Bahawalpur,Punyab,,South Asia,Pakistan,Pacific Asia,1003
Arbil,Arbil,,West Asia,Iraq,Pacific Asia,1004
Xi'an,Shaanxi,,Eastern Asia,China,Pacific Asia,1005
Nishinomiya,Hyogo,,Eastern Asia,Japan,Pacific Asia,1006
Shiraz,Fars,,South Asia,Iran,Pacific Asia,1007
Bokaro,Jharkhand,,South Asia,India,Pacific Asia,1008
Wellington,Wellington,,Oceania,New Zealand,Pacific Asia,1009
Malegaon,Maharashtra,,South Asia,India,Pacific Asia,1010
Liaocheng,Shandong,,Eastern Asia,China,Pacific Asia,1011
Zhengzhou,Henan,,Eastern Asia,China,Pacific Asia,1012
Taizhou,Jiangsu,,Eastern Asia,China,Pacific Asia,1013
Chittagong,Chittagong,,South Asia,Bangladesh,Pacific Asia,1014
Thiruvananthapuram,Kerala,,South Asia,India,Pacific Asia,1015
Atsugacho,Hokkaido,,Eastern Asia,Japan,Pacific Asia,1016
Zhanjiang,Guangdong,,Eastern Asia,China,Pacific Asia,1017
Jalalabad,Nangarhar,,South Asia,Afghanistan,Pacific Asia,1018
Soma,Manisa,,West Asia,Turkey,Pacific Asia,1019
Rotorua,Bay of Plenty,,Oceania,New Zealand,Pacific Asia,1020
Agra,Uttar Pradesh,,South Asia,India,Pacific Asia,1021
Kuantan,Pahang,,Southeast Asia,Malaysia,Pacific Asia,1022
Yangjiang,Guangdong,,Eastern Asia,China,Pacific Asia,1023
Tiflis,Tiflis,,West Asia,Georgia,Pacific Asia,1024
Mosul,Nínive,,West Asia,Iraq,Pacific Asia,1025
Xiaogan,Hubei,,Eastern Asia,China,Pacific Asia,1026
Zanyán,Zanyán,,South Asia,Iran,Pacific Asia,1027
Jincheng,Shanxi,,Eastern Asia,China,Pacific Asia,1028
Depok,Java Occidental,,Southeast Asia,Indonesia,Pacific Asia,1029
Mamak,Ankara,,West Asia,Turkey,Pacific Asia,1030
Nanchang,Jiangxi,,Eastern Asia,China,Pacific Asia,1031
Mianyang,Sichuan,,Eastern Asia,China,Pacific Asia,1032
Xianyang,Shaanxi,,Eastern Asia,China,Pacific Asia,1033
Luoyang,Guangdong,,Eastern Asia,China,Pacific Asia,1034
Nowra,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,1035
Denpasar,Bali,,Southeast Asia,Indonesia,Pacific Asia,1036
Nanyang,Henan,,Eastern Asia,China,Pacific Asia,1037
Daejeon,Daejeon,,Eastern Asia,South Korea,Pacific Asia,1038
Changzhou,Jiangsu,,Eastern Asia,China,Pacific Asia,1039
Gisborne,Gisborne,,Oceania,New Zealand,Pacific Asia,1040
Colombo,Occidental,,South Asia,Sri Lanka,Pacific Asia,1041
Takatsuki,Osaka,,Eastern Asia,Japan,Pacific Asia,1042
Devonport,Tasmania,,Oceania,Australia,Pacific Asia,1043
Rach Gia,Kiên Giang,,Southeast Asia,Vietnam,Pacific Asia,1044
Bandar Abbas,Hormozgán,,South Asia,Iran,Pacific Asia,1045
Alexandria,Virginia,22304,South of  USA,United States,North America,1046
Huntsville,Alabama,35810,South of  USA,United States,North America,1047
Newark,Delaware,19711,East of USA,United States,North America,1048
Memphis,Tennessee,38109,South of  USA,United States,North America,1049
Fayetteville,Arkansas,72701,South of  USA,United States,North America,1050
Richmond,Virginia,23223,South of  USA,United States,North America,1051
Richmond,Kentucky,40475,South of  USA,United States,North America,1052
Springfield,Misuri,65807,US Center,United States,North America,1053
Lakeland,Florida,33801,South of  USA,United States,North America,1054
Auburn,Nueva York,13021,East of USA,United States,North America,1055
Springfield,Ohio,45503,East of USA,United States,North America,1056
Pharr,Texas,78577,US Center,United States,North America,1057
Hempstead,Nueva York,11550,East of USA,United States,North America,1058
Louisville,Kentucky,40214,South of  USA,United States,North America,1059
Wichita,Kansas,67212,US Center,United States,North America,1060
Fort Worth,Texas,76106,US Center,United States,North America,1061
Columbia,Maryland,21044,East of USA,United States,North America,1062
Atlanta,Georgia,30318,South of  USA,United States,North America,1063
Odessa,Texas,79762,US Center,United States,North America,1064
Chicago,Illinois,60610,US Center,United States,North America,1065
Dallas,Texas,75217,US Center,United States,North America,1066
Saanich,Columbia británica,,Canada,Canada,North America,1067
Los Angeles,California,90004,West of USA,United States,North America,1068
Las Vegas,Nevada,89115,West of USA,United States,North America,1069
Morgan Hill,California,95037,West of USA,United States,North America,1070
Portland,Oregón,97206,West of USA,United States,North America,1071
Buffalo,Nueva York,14215,East of USA,United States,North America,1072
Amarillo,Texas,79109,US Center,United States,North America,1073
Tampa,Florida,33614,South of  USA,United States,North America,1074
Frisco,Texas,75034,US Center,United States,North America,1075
Jacksonville,Carolina del Norte,28540,South of  USA,United States,North America,1076
Tallahassee,Florida,32303,South of  USA,United States,North America,1077
Lewiston,Maine,4240,East of USA,United States,North America,1078
Port Saint Lucie,Florida,34952,South of  USA,United States,North America,1079
Saint Louis,Misuri,63116,US Center,United States,North America,1080
Houston,Texas,77070,US Center,United States,North America,1081
Lawrence,Massachusetts,1841,East of USA,United States,North America,1082
Saskatoon,Saskatchewan,,Canada,Canada,North America,1083
Redmond,Oregón,97756,West of USA,United States,North America,1084
Philadelphia,Pensilvania,19140,East of USA,United States,North America,1085
Fayetteville,Carolina del Norte,28314,South of  USA,United States,North America,1086
Rome,Nueva York,13440,East of USA,United States,North America,1087
Edea,Littoral,,Central Africa,Cameroon,Africa,1088
Chitungwiza,Harare,,East Africa,Zimbabwe,Africa,1089
Harare,Harare,,East Africa,Zimbabwe,Africa,1090
Lubumbashi,Katanga,,Central Africa,Democratic Republic of the Congo,Africa,1091
Djougou,Donga,,West Africa,Benin,Africa,1092
Keren,Anseba,,East Africa,Eritrea,Africa,1093
Ouagadougou,Centro,,West Africa,Burkina Faso,Africa,1094
Ennigerloh,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1095
Solingen,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1096
Naples,Campania,,Southern Europe,Italy,Europe,1097
Langen,Baja Sajonia,,Western Europe,Germany,Europe,1098
Ramnicu Valcea,Vâlcea,,Eastern Europe,Romania,Europe,1099
Mansfield,Inglaterra,,Northern Europe,United Kingdom,Europe,1100
Montmorency,Isla de Francia,,Western Europe,France,Europe,1101
Oldenburg,Baja Sajonia,,Western Europe,Germany,Europe,1102
Ivry-sur-Seine,Isla de Francia,,Western Europe,France,Europe,1103
Saint-Denis,Isla de Francia,,Western Europe,France,Europe,1104
Poole,Inglaterra,,Northern Europe,United Kingdom,Europe,1105
Boulogne-sur-Mer,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,1106
Champigny-sur-Marne,Isla de Francia,,Western Europe,France,Europe,1107
Brest,Brest,,Eastern Europe,Belarus,Europe,1108
Suihua,Heilongjiang,,Eastern Asia,China,Pacific Asia,1109
Wuchuan,Guangdong,,Eastern Asia,China,Pacific Asia,1110
Rohtak,Haryana,,South Asia,India,Pacific Asia,1111
San Jose del Monte,Luzón Central,,Southeast Asia,Philippines,Pacific Asia,1112
Santa Rosa,Rio Grande do Sul,,South America,Brazil,Latin America,1113
Masaya,Masaya,,Central America,Nicaragua,Latin America,1114
Soyapango,San Salvador,,Central America,El Salvador,Latin America,1115
Medellín,Antioquía,,South America,Colombia,Latin America,1116
Nicoya,Guanacaste,,Central America,Costa Rica,Latin America,1117
Ribeirão Preto,São Paulo,,South America,Brazil,Latin America,1118
Estelí,Estelí,,Central America,Nicaragua,Latin America,1119
Itapevi,São Paulo,,South America,Brazil,Latin America,1120
Oruro,Oruro,,South America,Bolivia,Latin America,1121
Progreso,Yucatán,,Central America,Mexico,Latin America,1122
Curitiba,Paraná,,South America,Brazil,Latin America,1123
Toluca,México,,Central America,Mexico,Latin America,1124
Fortaleza,Ceará,,South America,Brazil,Latin America,1125
Avellaneda,Santa Fe,,South America,Argentina,Latin America,1126
Azcapotzalco,Distrito Federal,,Central America,Mexico,Latin America,1127
Porto-Novo,Ouémé,,West Africa,Benin,Africa,1128
Nigde,Nigde,,West Asia,Turkey,Pacific Asia,1129
Ardahan,Ardahan,,West Asia,Turkey,Pacific Asia,1130
Maltepe,Estambul,,West Asia,Turkey,Pacific Asia,1131
Magnitogorsk,Cheliábinsk,,Eastern Europe,Russia,Europe,1132
Kananga,Kasai Occidental,,Central Africa,Democratic Republic of the Congo,Africa,1133
Poznan,Gran Polonia,,Eastern Europe,Poland,Europe,1134
Mbandaka,Équateur,,Central Africa,Democratic Republic of the Congo,Africa,1135
Akhisar,Manisa,,West Asia,Turkey,Pacific Asia,1136
Tamale,Septentrional,,West Africa,Ghana,Africa,1137
Sanliurfa,Sanliurfa,,West Asia,Turkey,Pacific Asia,1138
Kahramanmaraş,Kahramanmara?,,West Asia,Turkey,Pacific Asia,1139
Ankara,Ankara,,West Asia,Turkey,Pacific Asia,1140
Haifa,Haifa,,West Asia,Israel,Pacific Asia,1141
Toronto,Ontario,,Canada,Canada,North America,1142
Rabat,Rabat-Salé-Zemur-Zaer,,North Africa,Morocco,Africa,1143
Kaduna,Kaduna,,West Africa,Nigeria,Africa,1144
Uskudar,Estambul,,West Asia,Turkey,Pacific Asia,1145
Thies Nones,Thiès,,West Africa,Senegal,Africa,1146
Orán,Orán,,North Africa,Algeria,Africa,1147
Chicago,Illinois,60623,US Center,United States,North America,1148
Sacramento,California,95823,West of USA,United States,North America,1149
Clarksville,Tennessee,37042,South of  USA,United States,North America,1150
Noblesville,Indiana,46060,US Center,United States,North America,1151
Lakewood,Nueva Jersey,8701,East of USA,United States,North America,1152
Wheeling,Virginia Occidental,26003,East of USA,United States,North America,1153
Philadelphia,Pensilvania,19120,East of USA,United States,North America,1154
Chester,Pensilvania,19013,East of USA,United States,North America,1155
Spokane,Washington,99207,West of USA,United States,North America,1156
Cambridge,Massachusetts,2138,East of USA,United States,North America,1157
Little Rock,Arkansas,72209,South of  USA,United States,North America,1158
Jackson,Misisipi,39212,South of  USA,United States,North America,1159
Medina,Ohio,44256,East of USA,United States,North America,1160
Wilmington,Delaware,19805,East of USA,United States,North America,1161
Broken Arrow,Oklahoma,74012,US Center,United States,North America,1162
Chesapeake,Virginia,23320,South of  USA,United States,North America,1163
Englewood,Colorado,80112,West of USA,United States,North America,1164
Phoenix,Arizona,85023,West of USA,United States,North America,1165
Southaven,Misisipi,38671,South of  USA,United States,North America,1166
Redlands,California,92374,West of USA,United States,North America,1167
Quincy,Illinois,62301,US Center,United States,North America,1168
Saint Paul,Minnesota,55106,US Center,United States,North America,1169
Harrisonburg,Virginia,22801,South of  USA,United States,North America,1170
New Albany,Indiana,47150,US Center,United States,North America,1171
Griffith,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,1172
Fushun,Liaoning,,Eastern Asia,China,Pacific Asia,1173
Moradabad,Uttar Pradesh,,South Asia,India,Pacific Asia,1174
Nagercoil,Tamil Nadu,,South Asia,India,Pacific Asia,1175
Yunyang,Henan,,Eastern Asia,China,Pacific Asia,1176
Kulti,Bengala Occidental,,South Asia,India,Pacific Asia,1177
Imphal,Manipur,,South Asia,India,Pacific Asia,1178
Pisa,Toscana,,Southern Europe,Italy,Europe,1179
Amadora,Lisboa,,Southern Europe,Portugal,Europe,1180
Tilburg,Brabante Septentrional,,Western Europe,Netherlands,Europe,1181
Naumburg,Sajonia-Anhalt,,Western Europe,Germany,Europe,1182
Valdemoro,Madrid,,Southern Europe,Spain,Europe,1183
Olivet,Centro-Valle de Loira,,Western Europe,France,Europe,1184
Epinal,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,1185
Avellino,Campania,,Southern Europe,Italy,Europe,1186
Schiedam,Holanda Meridional,,Western Europe,Netherlands,Europe,1187
Ravenna,Emilia-Romaña,,Southern Europe,Italy,Europe,1188
Flers,Normandía,,Western Europe,France,Europe,1189
Emden,Baja Sajonia,,Western Europe,Germany,Europe,1190
Rimini,Emilia-Romaña,,Southern Europe,Italy,Europe,1191
Surubim,Pernambuco,,South America,Brazil,Latin America,1192
Pontes e Lacerda,Mato Grosso,,South America,Brazil,Latin America,1193
Coyoacán,Distrito Federal,,Central America,Mexico,Latin America,1194
Arauca,Arauca,,South America,Colombia,Latin America,1195
Choloma,Cortés,,Central America,Honduras,Latin America,1196
Soledad Díez Gutiérrez,San Luis Potosí,,Central America,Mexico,Latin America,1197
San Rafael,Mendoza,,South America,Argentina,Latin America,1198
Milpa Alta,Distrito Federal,,Central America,Mexico,Latin America,1199
Feira de Santana,Bahía,,South America,Brazil,Latin America,1200
Francisco Beltrão,Paraná,,South America,Brazil,Latin America,1201
Araguaína,Tocantins,,South America,Brazil,Latin America,1202
San José de las Lajas,Mayabeque,,Caribbean,Cuba,Latin America,1203
San Pablo de las Salinas,México,,Central America,Mexico,Latin America,1204
Gómez Palacio,Durango,,Central America,Mexico,Latin America,1205
Eunápolis,Bahía,,South America,Brazil,Latin America,1206
Palma Soriano,Santiago de Cuba,,Caribbean,Cuba,Latin America,1207
Neiva,Huila,,South America,Colombia,Latin America,1208
Matanzas,Matanzas,,Caribbean,Cuba,Latin America,1209
Bello,Antioquía,,South America,Colombia,Latin America,1210
Santa Clara,Villa Clara,,Caribbean,Cuba,Latin America,1211
Betim,Minas Gerais,,South America,Brazil,Latin America,1212
Puerto Montt,Los Lagos,,South America,Chile,Latin America,1213
Anápolis,Goiás,,South America,Brazil,Latin America,1214
Santa Ana,Santa Ana,,Central America,El Salvador,Latin America,1215
Morelia,Michoacán,,Central America,Mexico,Latin America,1216
Puerto La Cruz,Anzoátegui,,South America,Venezuela,Latin America,1217
La Romana,La Romana,,Caribbean,Dominican Republic,Latin America,1218
Santa Cruz de Barahona,Barahona,,Caribbean,Dominican Republic,Latin America,1219
Barra Mansa,Río de Janeiro,,South America,Brazil,Latin America,1220
Salvador,Bahía,,South America,Brazil,Latin America,1221
João Pessoa,Paraíba,,South America,Brazil,Latin America,1222
Nuevo Laredo,Tamaulipas,,Central America,Mexico,Latin America,1223
Santo Domingo de los Colorados,Pichincha,,South America,Ecuador,Latin America,1224
La Vega,La Vega,,Caribbean,Dominican Republic,Latin America,1225
Santa Marta,Magdalena,,South America,Colombia,Latin America,1226
Mendoza,Mendoza,,South America,Argentina,Latin America,1227
Bagcilar,Estambul,,West Asia,Turkey,Pacific Asia,1228
Ivano-Frankivs'k,Ivano-Frankivsk,,Eastern Europe,Ukraine,Europe,1229
Mwanza,Mwanza,,East Africa,Tanzania,Africa,1230
Benghazi,Bengasi,,North Africa,Libya,Africa,1231
Arkhangelsk,Arjánguelsk,,Eastern Europe,Russia,Europe,1232
Jizán,Jizán,,West Asia,Saudi Arabia,Pacific Asia,1233
Tivoli,Lacio,,Southern Europe,Italy,Europe,1234
Cachan,Isla de Francia,,Western Europe,France,Europe,1235
Les Pavillons-sous-Bois,Isla de Francia,,Western Europe,France,Europe,1236
Lodz,Lodz,,Eastern Europe,Poland,Europe,1237
Kremenchuk,Poltava,,Eastern Europe,Ukraine,Europe,1238
Villeneuve-d'Ascq,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,1239
Radom,Mazovia,,Eastern Europe,Poland,Europe,1240
Bourgoin-Jallieu,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,1241
Hildesheim,Baja Sajonia,,Western Europe,Germany,Europe,1242
Villiers-sur-Marne,Isla de Francia,,Western Europe,France,Europe,1243
Marina di Carrara,Toscana,,Southern Europe,Italy,Europe,1244
Siauliai,Šiauliai,,Northern Europe,Lithuania,Europe,1245
Blackpool,Inglaterra,,Northern Europe,United Kingdom,Europe,1246
Heerlen,Limburgo,,Western Europe,Netherlands,Europe,1247
Solna,Estocolmo,,Northern Europe,Sweden,Europe,1248
Domont,Isla de Francia,,Western Europe,France,Europe,1249
Puteaux,Isla de Francia,,Western Europe,France,Europe,1250
Erfurt,Turingia,,Western Europe,Germany,Europe,1251
Santa Fe,Santa Fe,,South America,Argentina,Latin America,1252
San Francisco del Rincón,Guanajuato,,Central America,Mexico,Latin America,1253
Porto Alegre,Rio Grande do Sul,,South America,Brazil,Latin America,1254
Miguel Hidalgo,Distrito Federal,,Central America,Mexico,Latin America,1255
Heroica Zitácuaro,Michoacán,,Central America,Mexico,Latin America,1256
Veracruz,Veracruz,,Central America,Mexico,Latin America,1257
Choluteca,Choluteca,,Central America,Honduras,Latin America,1258
Resende,Río de Janeiro,,South America,Brazil,Latin America,1259
San Cristóbal de Las Casas,Chiapas,,Central America,Mexico,Latin America,1260
Tuxtla Gutiérrez,Chiapas,,Central America,Mexico,Latin America,1261
Mossoró,Río Grande del Norte,,South America,Brazil,Latin America,1262
Celaya,Guanajuato,,Central America,Mexico,Latin America,1263
Gonaïves,Artibonito,,Caribbean,Haiti,Latin America,1264
Sancti Spíritus,Sancti Spíritus,,Caribbean,Cuba,Latin America,1265
Armenia,Quindío,,South America,Colombia,Latin America,1266
Metepec,México,,Central America,Mexico,Latin America,1267
Tulancingo,Hidalgo,,Central America,Mexico,Latin America,1268
Castanhal,Pará,,South America,Brazil,Latin America,1269
Bucaramanga,Santander,,South America,Colombia,Latin America,1270
Soledad,Atlántico,,South America,Colombia,Latin America,1271
Acuña,Coahuila,,Central America,Mexico,Latin America,1272
Itaúna,Minas Gerais,,South America,Brazil,Latin America,1273
San Fernando,San Fernando,,Caribbean,Trinidad and Tobago,Latin America,1274
El Limón,Aragua,,South America,Venezuela,Latin America,1275
Barranquilla,Atlántico,,South America,Colombia,Latin America,1276
Poza Rica de Hidalgo,Veracruz,,Central America,Mexico,Latin America,1277
Altamira,Pará,,South America,Brazil,Latin America,1278
Mexicali,Baja California,,Central America,Mexico,Latin America,1279
Ponte Nova,Minas Gerais,,South America,Brazil,Latin America,1280
San Juan,San Juan,,South America,Argentina,Latin America,1281
Manzanillo,Granma,,Caribbean,Cuba,Latin America,1282
Callao,Callao,,South America,Peru,Latin America,1283
Montenegro,Quindío,,South America,Colombia,Latin America,1284
Caxias do Sul,Rio Grande do Sul,,South America,Brazil,Latin America,1285
Delgado,San Salvador,,Central America,El Salvador,Latin America,1286
Blumenau,Santa Catarina,,South America,Brazil,Latin America,1287
Las Piedras,Canelones,,South America,Uruguay,Latin America,1288
Colón,Colón,,Central America,Panama,Latin America,1289
Teresina,Piauí,,South America,Brazil,Latin America,1290
Gaziantep,Gaziantep,,West Asia,Turkey,Pacific Asia,1291
Busan,Busan,,Eastern Asia,South Korea,Pacific Asia,1292
Konya,Konya,,West Asia,Turkey,Pacific Asia,1293
Bunbury,Australia Occidental,,Oceania,Australia,Pacific Asia,1294
Surat,Guyarat,,South Asia,India,Pacific Asia,1295
Laiyang,Shandong,,Eastern Asia,China,Pacific Asia,1296
Bhatpara,Bengala Occidental,,South Asia,India,Pacific Asia,1297
Malayer,Hamadán,,South Asia,Iran,Pacific Asia,1298
Parbhani,Maharashtra,,South Asia,India,Pacific Asia,1299
Karagandá,Karagandá,,Central Asia,Kazakhstan,Pacific Asia,1300
Huaibei,Anhui,,Eastern Asia,China,Pacific Asia,1301
Matsubara,Oita,,Eastern Asia,Japan,Pacific Asia,1302
Harbin,Heilongjiang,,Eastern Asia,China,Pacific Asia,1303
Baotou,Mongolia Interior,,Eastern Asia,China,Pacific Asia,1304
Bhubaneswar,Odisha,,South Asia,India,Pacific Asia,1305
Gongzhuling,Jilin,,Eastern Asia,China,Pacific Asia,1306
Bhatinda,Punyab,,South Asia,India,Pacific Asia,1307
Alice Springs,Territorio del Norte,,Oceania,Australia,Pacific Asia,1308
Granada,Granada,,Central America,Nicaragua,Latin America,1309
Escuintla,Escuintla,,Central America,Guatemala,Latin America,1310
Pilar,Alagoas,,South America,Brazil,Latin America,1311
Caracas,Distrito Capital,,South America,Venezuela,Latin America,1312
León,Guanajuato,,Central America,Mexico,Latin America,1313
Cabo Frio,Río de Janeiro,,South America,Brazil,Latin America,1314
Valinhos,São Paulo,,South America,Brazil,Latin America,1315
Tlalnepantla,México,,Central America,Mexico,Latin America,1316
Obregón,Sonora,,Central America,Mexico,Latin America,1317
El Progreso,Yoro,,Central America,Honduras,Latin America,1318
General Escobedo,Nuevo León,,Central America,Mexico,Latin America,1319
San Luis Río Colorado,Sonora,,Central America,Mexico,Latin America,1320
Contramaestre,Santiago de Cuba,,Caribbean,Cuba,Latin America,1321
Talcahuano,Bío-Bío,,South America,Chile,Latin America,1322
Victoria,Tamaulipas,,Central America,Mexico,Latin America,1323
Reynosa,Tamaulipas,,Central America,Mexico,Latin America,1324
Bridgetown,San Miguel,,Caribbean,Barbados,Latin America,1325
São Gonçalo,Río de Janeiro,,South America,Brazil,Latin America,1326
Penedo,Alagoas,,South America,Brazil,Latin America,1327
Moa,Holguín,,Caribbean,Cuba,Latin America,1328
Los Mochis,Sinaloa,,Central America,Mexico,Latin America,1329
Maracaibo,Zulia,,South America,Venezuela,Latin America,1330
Recife,Pernambuco,,South America,Brazil,Latin America,1331
Guacara,Carabobo,,South America,Venezuela,Latin America,1332
Villa Frontera,Coahuila,,Central America,Mexico,Latin America,1333
Madero,Tamaulipas,,Central America,Mexico,Latin America,1334
Iguala,Guerrero,,Central America,Mexico,Latin America,1335
Cochabamba,Cochabamba,,South America,Bolivia,Latin America,1336
Consolación del Sur,Pinar del Río,,Caribbean,Cuba,Latin America,1337
Igarassu,Pernambuco,,South America,Brazil,Latin America,1338
Manizales,Caldas,,South America,Colombia,Latin America,1339
Guasave,Sinaloa,,Central America,Mexico,Latin America,1340
Mérida,Yucatán,,Central America,Mexico,Latin America,1341
Pindamonhangaba,São Paulo,,South America,Brazil,Latin America,1342
Barquisimeto,Lara,,South America,Venezuela,Latin America,1343
Açu,Río Grande del Norte,,South America,Brazil,Latin America,1344
Yopal,Casanare,,South America,Colombia,Latin America,1345
Sylhet,Sylhet,,South Asia,Bangladesh,Pacific Asia,1346
Hamilton,Waikato,,Oceania,New Zealand,Pacific Asia,1347
Kulob,Khatlon,,Central Asia,Tajikistan,Pacific Asia,1348
Shangqiu,Henan,,Eastern Asia,China,Pacific Asia,1349
Pematangsiantar,Sumatra Septentrional,,Southeast Asia,Indonesia,Pacific Asia,1350
Almaty,Ciudad de Almatý,,Central Asia,Kazakhstan,Pacific Asia,1351
Pontianak,Borneo Occidental,,Southeast Asia,Indonesia,Pacific Asia,1352
Ekibastuz,Pavlodar,,Central Asia,Kazakhstan,Pacific Asia,1353
Palmerston North,Manawatu-Wanganui,,Oceania,New Zealand,Pacific Asia,1354
Srinagar,Jammu y Cachemira,,South Asia,India,Pacific Asia,1355
Gorakhpur,Uttar Pradesh,,South Asia,India,Pacific Asia,1356
Homs,Hims,,West Asia,Syria,Pacific Asia,1357
Benxi,Liaoning,,Eastern Asia,China,Pacific Asia,1358
Katoomba,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,1359
Dumai,Riau,,Southeast Asia,Indonesia,Pacific Asia,1360
Bogor,Java Occidental,,Southeast Asia,Indonesia,Pacific Asia,1361
Varanasi,Uttar Pradesh,,South Asia,India,Pacific Asia,1362
Dewas,Madhya Pradesh,,South Asia,India,Pacific Asia,1363
Amritsar,Punyab,,South Asia,India,Pacific Asia,1364
Al Hillah,Babilonia,,West Asia,Iraq,Pacific Asia,1365
Kakinada,Andhra Pradesh,,South Asia,India,Pacific Asia,1366
Khulna,Khulna,,South Asia,Bangladesh,Pacific Asia,1367
Korba,Chhattisgarh,,South Asia,India,Pacific Asia,1368
Cormeilles-en-Parisis,Isla de Francia,,Western Europe,France,Europe,1369
Ferrara,Emilia-Romaña,,Southern Europe,Italy,Europe,1370
Herne,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1371
Manaus,Amazonas,,South America,Brazil,Latin America,1372
Puerto Padre,Las Tunas,,Caribbean,Cuba,Latin America,1373
Les Abymes,Guadalupe,,Caribbean,Guadeloupe,Latin America,1374
Colima,Colima,,Central America,Mexico,Latin America,1375
Nova Serrana,Minas Gerais,,South America,Brazil,Latin America,1376
Huancayo,Junín,,South America,Peru,Latin America,1377
Paraná,Entre Ríos,,South America,Argentina,Latin America,1378
Ashdod,Meridional,,West Asia,Israel,Pacific Asia,1379
Hohhot,Mongolia Interior,,Eastern Asia,China,Pacific Asia,1380
Fengcheng,Liaoning,,Eastern Asia,China,Pacific Asia,1381
Port Moresby,Capital Nacional,,Oceania,Papua New Guinea,Pacific Asia,1382
Fukuyama,Hiroshima,,Eastern Asia,Japan,Pacific Asia,1383
Turgutlu,Manisa,,West Asia,Turkey,Pacific Asia,1384
Smyrna,Tennessee,37167,South of  USA,United States,North America,1385
Wilmington,Carolina del Norte,28403,South of  USA,United States,North America,1386
Ibadan,Oyo,,West Africa,Nigeria,Africa,1387
Katsina,Katsina,,West Africa,Nigeria,Africa,1388
Cesena,Emilia-Romaña,,Southern Europe,Italy,Europe,1389
Farnborough,Inglaterra,,Northern Europe,United Kingdom,Europe,1390
San Nicolás de los Arroyos,Buenos Aires (provincia),,South America,Argentina,Latin America,1391
Jieyang,Guangdong,,Eastern Asia,China,Pacific Asia,1392
Columbia,Carolina del Sur,29203,South of  USA,United States,North America,1393
Franklin,Tennessee,37064,South of  USA,United States,North America,1394
São Leopoldo,Rio Grande do Sul,,South America,Brazil,Latin America,1395
Klaipėda,Klaip?da,,Northern Europe,Lithuania,Europe,1396
Gómel,Gómel,,Eastern Europe,Belarus,Europe,1397
Broken Hill,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,1398
Kunming,Yunnan,,Eastern Asia,China,Pacific Asia,1399
Sukabumi,Java Occidental,,Southeast Asia,Indonesia,Pacific Asia,1400
Bijapur,Karnataka,,South Asia,India,Pacific Asia,1401
Raleigh,Carolina del Norte,27604,South of  USA,United States,North America,1402
Moca,Espaillat,,Caribbean,Dominican Republic,Latin America,1403
Bulawayo,Bulawayo,,East Africa,Zimbabwe,Africa,1404
Malanje,Malanje,,Central Africa,Angola,Africa,1405
Reus,Cataluña,,Southern Europe,Spain,Europe,1406
Neuilly-sur-Marne,Isla de Francia,,Western Europe,France,Europe,1407
Irkutsk,Irkutsk,,Eastern Europe,Russia,Europe,1408
Quimper,Bretaña,,Western Europe,France,Europe,1409
Horlivka,Donetsk,,Eastern Europe,Ukraine,Europe,1410
Mannheim,Baden-Wurtemberg,,Western Europe,Germany,Europe,1411
Blenheim,Marlborough,,Oceania,New Zealand,Pacific Asia,1412
Kukatpalli,Telangana,,South Asia,India,Pacific Asia,1413
Las Pinas,Capital Nacional,,Southeast Asia,Philippines,Pacific Asia,1414
Changzhi,Shanxi,,Eastern Asia,China,Pacific Asia,1415
Changchun,Jilin,,Eastern Asia,China,Pacific Asia,1416
Baku,Baki,,West Asia,Azerbaijan,Pacific Asia,1417
Yanbu al Bahr,Medina,,West Asia,Saudi Arabia,Pacific Asia,1418
Khorramabad,Lorestan,,South Asia,Iran,Pacific Asia,1419
Chaoyang,Liaoning,,Eastern Asia,China,Pacific Asia,1420
Jiangyou,Sichuan,,Eastern Asia,China,Pacific Asia,1421
Seremban,Negeri Sembilan,,Southeast Asia,Malaysia,Pacific Asia,1422
Ceyhan,Adana,,West Asia,Turkey,Pacific Asia,1423
Warangal,Telangana,,South Asia,India,Pacific Asia,1424
Tiruchchirappalli,Tamil Nadu,,South Asia,India,Pacific Asia,1425
Pekanbaru,Riau,,Southeast Asia,Indonesia,Pacific Asia,1426
Licheng,Jiangsu,,Eastern Asia,China,Pacific Asia,1427
Wodonga,Victoria,,Oceania,Australia,Pacific Asia,1428
Lucknow,Uttar Pradesh,,South Asia,India,Pacific Asia,1429
Darbhanga,Bihar,,South Asia,India,Pacific Asia,1430
